DATE,ROUTE NO,SHOP NO,ACCOUNT,SHOP CODE,SHOP NAME,ODD,PCS,PCS(31),CRATES,SERVICE TIME,LATITUDE,LONGITUDE,ADDRESS
30-May,8,6,KA,100564,7-11 LAGRO,15,55,27,2,,14.73375,121.067547,"Barangay Greater Lagro, Novaliches, Quezon City, Metro Manila, Philippines"
30-May,8,7,KA,112971,7-11 ST2806 FATIMA LAGRO,15,100,49,3,,14.7356,121.069368,"Novaliches, Quezon City, Metro Manila, Philippines"
30-May,8,8,KA,109491,7-11 ST2676 FAIRVIEW TERRACES,15,226,110,6,,14.735617,121.059972,"Ayala Fairview Terraces, 2 Quirino Highway Corner Maligaya Drive, Pasong Putik , Novaliches, Quezon City, 1118 Metro Manila, Philippines"
30-May,8,9,KA,108644,7-11 ROBINSONS NOVALICHES ST2544,15,60,29,3,,14.73578,121.055491,"Novaliches, Quezon City, Metro Manila, Philippines"
30-May,8,10,KA,109198,7-11 ST2393 NIGTHINGALE QUIRINO,15,90,44,3,,14.733692,121.052192,"Save More Drugstore, Nightingale, Novaliches, Quezon City, Metro Manila, Philippines"
30-May,8,11,KA,112970,7-11 ST2653 BRITTANY SQUARE,15,88,43,3,,14.726751,121.057815,"Novaliches, Quezon City, Metro Manila, Philippines"
30-May,8,12,KA,100726,7-11 MALIGAYA PARK,15,87,42,3,,14.738157,121.058854,"Novaliches, Quezon City, Metro Manila, Philippines"
30-May,8,13,KA,107344,7-11 ST2185 CALAMANSIAN,15,99,48,4,,14.747592,121.062384,"Barangay 178, Caloocan, Metro Manila, Philippines"
30-May,8,14,KA,100792,7-11 ST1594 DELA COSTA HOMES,15,133,65,4,,14.744617,121.07783,"Barangay 179, Novaliches, Caloocan, Metro Manila, Philippines"
30-May,8,15,KA,109268,7-11 ST2516 SAMPAGUITA CALOOCAN,15,74,36,3,,14.774161,121.077276,"Barangay 185, Novaliches, Caloocan, Metro Manila, Philippines"
30-May,8,16,KA,106845,7-11 ST2040 BAGONG SILANG HS,15,91,44,3,,14.770023,121.048666,"Bagong Silang, Caloocan, Metro Manila, Philippines"
30-May,8,17,KA,100810,7-11 ST1645 BAGONG SILANG 4,15,132,64,5,,14.775631,121.061097,"Bagong Silang, Caloocan, Metro Manila, Philippines"
30-May,8,18,KA,100762,7-11 BAGONG SILANG 2 ST1500,15,209,101,6,,14.772277,121.055177,"Bagong Silang, Caloocan, Metro Manila, Philippines"
30-May,8,19,KA,100687,7-11 ST1180 BAGONG SILANG,15,130,63,4,,14.776751,121.04638,"Bagong Silang, Caloocan, Metro Manila, Philippines"
30-May,8,20,KA,100766,7-11 ST1559 BAGONG SILANG 3,15,79,39,3,,14.781227,121.032457,"Bagong Silang, Caloocan, Metro Manila, Philippines"
30-May,8,21,KA,106358,7-11 ST2033 LIBIS CAMARIN,15,127,58,4,,14.765772,121.045025,"Barangay 175, Caloocan, Metro Manila, Philippines"
30-May,8,22,KA,108466,7-11 ST2028 UCC CAMARIN,14,130,63,4,,14.760047,121.049447,"Barangay 174, Caloocan, Metro Manila, Philippines"
30-May,8,23,KA,100791,7-11 ST1638 BRIXXTON,15,152,74,4,,14.762527,121.043749,"Barangay 175, Caloocan, Metro Manila, Philippines"
30-May,8,24,KA,109196,7-11 ST2508 LA FORTEZA,15,95,46,3,,14.759016,121.043637,"Barangay 175, Caloocan, Metro Manila, Philippines"
30-May,8,25,KA,100423,7-11 CAMARIN,15,161,78,5,,14.755946,121.043835,"Barangay 177, Metro Manila, Philippines"
30-May,8,26,KA,100700,7-11 ST1231 CAMARIN 3,15,196,89,5,,14.756499,121.061292,"Barangay 174, Caloocan, Metro Manila, Philippines"
30-May,8,27,KA,100691,7-11 ST1158 CAMARIN 2,14,196,95,5,,14.756717,121.053522,"Barangay 177, Metro Manila, Philippines"
30-May,8,28,KA,100864,7-11 ST1779 CIELITO,15,114,55,4,,14.746996,121.053601,"Barangay 177, Metro Manila, Philippines"
30-May,8,29,KA,108473,7-11 ST2268 NORTH OLYMPUS,15,137,66,4,,14.739499,121.046787,"Kaligayahan, Novaliches, Quezon City, Metro Manila, Philippines"
30-May,8,30,KA,100779,7-11 ST1601 HILLCREST VILLAGE,15,105,51,3,,14.751199,121.038477,"173, Novaliches, Caloocan, Metro Manila, Philippines"
30-May,8,31,KA,100822,7-11 ST1664 URDUJA VILLAGE,15,86,42,3,,14.744541,121.034554,"Barangay 168, Caloocan, Metro Manila, Philippines"
30-May,8,32,KA,100745,7-11 VICAS CALOOCAN,15,85,39,3,,14.747561,121.033739,"Barangay 171, Caloocan, Metro Manila, Philippines"
30-May,8,33,KA,107233,7-11 ST2074 ST. BENEDICT CALOOCAN,14,123,56,4,,14.759746,121.027769,"Barangay 171, Caloocan, Metro Manila, Philippines"
30-May,8,34,KA,103911,7-11 ST2067 RAINBOW VILL,14,123,56,3,,14.747953,121.028076,"Barangay 171, Caloocan, Metro Manila, Philippines"
30-May,8,35,KA,100596,7-11 MINDANAO AVENUE,14,137,62,5,,14.690397,121.027516,"Talipapa, Novaliches, Quezon City, Metro Manila, Philippines"
30-May,9,1,KA,100690,7-11 ST1237 MANGGAHAN INDUSTRIAL PARK,14,51,25,3,,14.606399,121.092085,"Manggahan, Pasig, Metro Manila, Philippines"
30-May,9,8,KA,100619,7-11 ST781 KINGSVILLE,15,75,37,2,,14.623871,121.118464,"Mayamot, Antipolo, Rizal, Philippines"
30-May,9,9,KA,100801,7-11 ST1423 PAGRAI ANTIPOLO,15,207,100,6,,14.625643,121.145512,"Cupang, Antipolo, Rizal, Philippines"
30-May,9,10,KA,100812,7-11 ST1648 PENAFRANCCA,15,158,77,5,,14.624894,121.138166,"Cupang, Antipolo, Rizal, Philippines"
30-May,9,11,KA,108654,7-11 ST2454 PADILLA,15,123,60,4,,14.616952,121.185496,"Padilla, Antipolo, 1870 Rizal, Philippines"
30-May,9,12,KA,100866,7-11 ST1744 DELA PAZ ANTIPOLO,15,149,72,4,,14.61969,121.180552,"Padilla, Antipolo, 1870 Rizal, Philippines"
30-May,9,13,KA,100435,7-11 ST454 COGEO,15,115,56,4,,14.621312,121.169224,"GSIS Ave, Antipolo, 1870 Rizal, Philippines"
30-May,9,14,KA,100403,7-11 MASINAG,15,79,39,3,,14.625635,121.124746,"Sumulong1, Marikina-Infanta Hwy, Antipolo, 1800 Rizal, Philippines"
30-May,9,15,KA,100599,7-11 SUMULONG HIGHWAY 2,15,79,39,3,,14.629338,121.121727,"Sumulong1, Marikina-Infanta Hwy, Antipolo, 1800 Rizal, Philippines"
30-May,9,16,KA,100843,7-11 ST1970 RANCHO 2 (MARIKINA),15,158,77,4,,14.639136,121.127163,"Concepcion Dos, Marikina, Metro Manila, Philippines"
30-May,9,17,KA,108595,7-11 ST2212 CUPANG ANTIPOLO,15,153,74,5,,14.638735,121.131604,"Cupang, Rizal, Philippines"
30-May,9,18,KA,100752,7-11 RANCHO ST1361,15,53,26,3,,14.64234,121.121882,"Concepcion Dos, Marikina, Metro Manila, Philippines"
30-May,9,19,KA,106361,7-11 ST2023 SSS VILLAGE MARIKINA,15,71,35,3,,14.642038,121.110484,"Concepcion Uno, Marikina, 1800 Metro Manila, Philippines"
30-May,9,20,KA,100662,7-11 ST1099 VERMONT,15,339,11,7,,14.623968,121.116256,"DWED-FM 97.5 Transmitter (Soon), Albany Ext, Antipolo, 1800 Rizal, Philippines"
30-May,9,21,KA,106362,7-11 ST2154 FERNANDO AVE. MARIKINA,1,61,30,3,,14.625181,121.102262,"San Roque, Marikina, 1800 Metro Manila, Philippines"
30-May,9,22,KA,100736,7-11 CALUMPANG,15,77,38,3,,14.623092,121.096335,"Calumpang, Marikina, 1800 Metro Manila, Philippines"
30-May,9,23,KA,100747,7-11 WPAZ ST1349,15,50,24,3,,14.632339,121.095205,"Santa Elena, Marikina, 1800 Metro Manila, Philippines"
30-May,9,24,KA,100460,7-11 ST257 SHOE AVENUE,15,113,73,4,,14.633472,121.097725,"Centro Felicidad, 182, Marikina, 1800 Metro Manila, Philippines"
30-May,9,25,KA,100695,7-11 ST1110 TROPICANA GARDEN,20,76,49,3,,14.634628,121.104846,"Santo Niño, Marikina, 1800 Metro Manila, Philippines"
30-May,9,26,KA,100637,7-11 MARQUINTON-CORDOVA,20,47,23,2,,14.636071,121.100938,"Cordova Tower Marquinton Residences, 103 Sumulong Hi-Way, Sto Nino, Marikina, 1800 Metro Manila, Philippines"
30-May,9,27,KA,100571,7-11 V SANTOS - P BURGOS,15,106,52,4,,14.636378,121.095514,"Santo Niño, Marikina, 1800 Metro Manila, Philippines"
30-May,9,28,KA,100461,7-11 ST256 MARIKINA BRIDGE,15,101,49,4,,14.635801,121.094529,"Santo Niño, Marikina, 1800 Metro Manila, Philippines"
30-May,9,29,KA,100404,7-11 ST134 MOLAVE,15,136,66,4,,14.651064,121.111644,"Marikina Heights, Metro Manila, Philippines"
30-May,9,30,KA,100405,7-11 ST123 PARANG,15,159,77,4,,14.659884,121.11309,"Parang, Marikina, Metro Manila, Philippines"
30-May,9,31,KA,100578,7-11 TUMANA MARIKINA,15,125,61,4,,14.653286,121.102892,"Tumana - Balara Jeepney Terminal, Bagong Farmers Ave 1, Marikina, 1800 Metro Manila, Philippines"
30-May,9,32,KA,108646,"7-11 ST2379 NANGKA,MARIKINA",15,108,53,4,,14.669749,121.108202,"Nangka, Marikina, Metro Manila, Philippines"
30-May,9,33,KA,106710,7-11 ST2128 CP SAN MATEO,15,76,37,3,,14.67957,121.113377,"San Mateo, Rizal, Philippines"
30-May,9,34,KA,100660,7-11 ST1059 SAN MATEO 2,15,110,53,3,,14.682482,121.115455,"15 E Delos Santos Rd, Ampid 1, San Mateo, 1850 Rizal, Philippines"
30-May,9,35,KA,100591,7-11 SAN MATEO,15,128,62,4,,14.695388,121.118348,"Everfirst Loans Corporation San Mateo Branch, 2nd Floor, BSD Primegates Center 105 Gen. Luna Ave., Gitnangbayan San Mateo, Rizal, San Mateo, Lalawigan ng Rizal, Philippines"
30-May,9,36,KA,100830,7-11 ST1873 DULONG BAYAN,15,59,29,2,,14.700996,121.125184,"Dulong Bayan 1, San Mateo, Rizal, Philippines"
30-May,9,37,KA,100746,7-11 SAN MATEO 3,15,82,40,3,,14.710371,121.133362,"San Mateo, Rizal, Philippines"
30-May,9,38,KA,107311,7-11 ST2176 RODRIGUEZ BOUNDARY,15,88,43,3,,14.715088,121.136226,"Burgos, Rodriguez, Lalawigan ng Rizal, Philippines"
30-May,9,40,KA,107053,7-11 ST2168 TOTAL MONTALBAN,15,108,53,4,,14.7351,121.15227,"Rodriguez, Rizal, Philippines"
30-May,9,41,KA,107052,7-11 ST2151 SAN RAFAEL WAWA,15,46,23,2,,14.734265,121.159342,"Rodriguez, Rizal, Philippines"
30-May,9,42,KA,107312,7-11 ST2175 SAN ISIDRO MONTALBAN,15,94,46,4,,14.740991,121.160688,"Rodriguez, Rizal, Philippines"
30-May,9,43,KA,109158,7-11 ST2549 TAGUMPAY RODRIGUEZ,15,142,69,5,,14.746997,121.130967,"Rodriguez, Rizal, Philippines"
14-May,9,39,KA,100642,7-11 ST952 MONTALBAN,15,77,18,3,,14.730008,121.137776,"Rodriguez, Rizal, Philippines"
30-May,10,1,KA,101329,7-11 CITY OIL OLD STA.MESA ST1529,7,77,38,3,,14.601001,121.019918,"Brgy. 598, Santa Mesa, Manila, Metro Manila, Philippines"
30-May,10,2,KA,112643,7-ELEVEN AMAIA STA. MESA,15,134,65,4,,14.597624,121.017972,"Brgy. 600, Santa Mesa, Manila, Metro Manila, Philippines"
30-May,10,3,KA,101302,7-11 ST1171 V. MAPA,15,110,53,4,,14.602324,121.0162,"Brgy. 595, Santa Mesa, Manila, Metro Manila, Philippines"
30-May,10,4,KA,101333,7-11 ST1650 LRT PUREZA,15,76,37,3,,14.601868,121.004946,"Pureza, 626 Sta Mesa Ramon Magsaysay Boulevard, Santa Mesa, Manila City, 1016 Metro Manila, Philippines"
30-May,10,5,KA,101249,7-11 VG CRUZ,15,85,41,3,,14.601596,121.00222,"Brgy. 424, Sampaloc, Manila, Metro Manila, Philippines"
30-May,10,6,KA,101339,7-11 ST1700 PUP HASMIN,15,89,44,3,,14.601158,121.001593,"372 Valencia, Santa Mesa, Maynila, 1016 Kalakhang Maynila, Philippines"
30-May,10,7,KA,101303,7-11 ST1177 PUREZA 3,15,90,44,3,,14.601405,121.004257,"A & B Liner Inc., 3167 Magsaysay Blvd, Sampaloc, Manila, Metro Manila, Philippines"
30-May,10,8,KA,101290,7-11 ST1041 PUREZA 2,15,101,49,3,,14.600517,121.004644,"Brgy. 626, Santa Mesa, Manila, Metro Manila, Philippines"
30-May,10,9,KA,101235,7-11 ST374 OLD STA. MESA,15,88,43,3,,14.600355,121.013459,"Brgy. 591, Santa Mesa, Manila, Metro Manila, Philippines"
30-May,10,10,KA,101345,7-11 ST1740 OTIS,15,80,37,3,,14.590337,120.997858,"Brgy. 829, Paco, Manila, Metro Manila, Philippines"
30-May,10,11,KA,103661,7-11 ST1935 CPI PANDACAN,14,57,26,3,,14.590841,121.001486,"Brgy. 832, Pandacan, Manila, Metro Manila, Philippines"
30-May,10,12,KA,109835,7-11 ST2446 WEST ZAMORA,14,241,109,6,,14.584009,120.998644,"Brgy. 826, Paco, Manila, Metro Manila, Philippines"
30-May,10,13,KA,101211,7-11 ST24 PACO PAZ,14,80,36,3,,14.578702,120.995395,"Brgy. 683, Paco, Manila, Metro Manila, Philippines"
30-May,10,14,KA,101326,7-11 PACO ST1531,14,153,74,5,,14.578174,120.992943,"Brgy. 675, Paco, Manila, Metro Manila, Philippines"
30-May,10,15,KA,103848,7-11 ST450 PWU,15,151,73,4,,14.573931,120.990418,"Brgy. 693, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,16,KA,103861,7-11 ST1232 WYNN PLAZA,15,109,53,3,,14.57544,120.99016,"Brgy. 694, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,17,KA,106875,7-11 ST2048 REMEDIOS 2,15,102,50,3,,14.573533,120.992497,"Brgy. 689, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,18,KA,103866,7-11 ST1673 VELAGIO TOWER,15,56,27,3,,14.570581,120.992298,"Leonis Building, Leon Guinto St, Paco, Manila, 1004 Metro Manila, Philippines"
30-May,10,19,KA,103841,7-11 SINGALONG,15,75,37,3,,14.571396,120.994751,"647 Singalong Corner San Andres, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,20,KA,103847,7-11 ST436 LEVERIZA MALATE,15,113,55,4,,14.567871,120.989248,"2113 Leveriza St, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,21,KA,103892,7-11 ST1151 ADRIATICO GARDEN,15,69,33,2,,14.564495,120.990194,"Adriatico Gardens, Adriatico St, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,22,KA,103849,7-11 QUIRINO ERMITA,15,58,28,3,,14.565385,120.986981,"Brgy. 701, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,23,KA,103854,7-11 SUNRISE MH DEL PILAR,15,111,54,4,,14.565477,120.986196,"Sanrise, M. H. Del Pilar St, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,24,KA,103852,7-11 ST1079 A MABINI,15,69,34,3,,14.566484,120.986064,"2108 M. H. Del Pilar St, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,25,KA,103851,7-11 SAN ANDRES,15,82,40,3,,14.568518,120.985535,"Brgy. 701, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,26,KA,108236,7-11 ST2442 HOP INN,15,94,46,3,,14.570368,120.983823,"Arirang Hotel, 1767 A. Mabini St, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,27,KA,103859,7-11 ST877 TUNES HOTEL,15,60,30,3,,14.571121,120.984426,"Brgy. 699, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,28,KA,106642,7-11 A.MABINI 2 ST1526,15,56,27,2,,14.572031,120.983892,"Brgy. 699, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,29,KA,103843,7-11 ST279 MARINA,15,68,33,3,,14.573476,120.983336,"1495 Pedro Gil St, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,30,KA,103857,7-11 ST750 SOLDADO MABINI,15,73,36,3,,14.574561,120.982604,"494 Soldado St, Ermita, Manila, 1000 Metro Manila, Philippines"
30-May,10,31,KA,103858,7-11 ST792 STA MONICA,15,92,45,3,,14.575265,120.980524,"668, Ermita, Manila, 1000 Metro Manila, Philippines"
30-May,10,32,KA,103856,7-11 DENR,15,74,36,3,,14.57371,120.981191,"668, Ermita, Manila, 1000 Metro Manila, Philippines"
30-May,10,33,KA,103853,7-11 JP LAUREL MALATE,15,53,24,3,,14.573163,120.982138,"Philippines, Metro Manila, Manila, Malate, Mabini"
30-May,10,34,KA,103845,7-11 HYATT,14,52,24,2,,14.573993,120.983222,"Philippines, Metro Manila, Manila, Malate, Mabini"
30-May,10,35,KA,103864,7-11 UNIVERSITY TOWER ST1490,14,58,28,3,,14.575155,120.986433,"Brgy. 697, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,36,KA,103846,7-11 ST432 DAKOTA MANILA,15,77,38,3,,14.572615,120.984891,"Brgy. 698, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,37,KA,103860,7-11 ST974 SPLENDOR PLACE,15,60,29,3,,14.571685,120.985898,"974 Nakpil St, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,38,KA,103863,7-11 ST1234 ADRIATICO COURTYARD,15,44,22,2,,14.569214,120.986616,"Brgy. 700, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,39,KA,103862,7-11 ROYAL PLAZA,15,52,22,3,,14.570981,120.987927,"1906 L. M. Guerrero, Malate, Manila, 1004 Metro Manila, Philippines"
30-May,10,40,KA,101212,7-11 PACO 2,13,233,113,6,,14.578662,121.000288,"Paco, Pedro Gil, Paco, Manila, Metro Manila, Philippines"
30-May,10,41,KA,101315,7-11 ST1260 STA ANA - MARKET PLAZA,15,140,68,4,,14.580629,121.012254,"Brgy. 876, Santa Ana, Manila, Metro Manila, Philippines"
30-May,10,42,KA,101352,7-11 ST1665 STA ANA TULAY,15,64,29,3,,14.586975,121.020597,"Brgy. 892, Santa Ana, Manila, Metro Manila, Philippines"
31-May,11,1,KA,100401,7-11 CAINTA,14,153,79,4,,14.586122,121.115399,"601 Ortigas Ave Ext, Cainta, 1900 Rizal, Philippines"
31-May,11,2,KA,106356,7-11 ST2147 MARICK CAINTA,16,73,38,3,,14.583232,121.114686,"Cainta, Rizal, Philippines"
31-May,11,3,KA,109493,7-11 ST2655 CAINTA MUNICIPAL,16,85,44,3,,14.580497,121.115806,"Javier Residence, 104 Bonifacio Ave, Cainta, Rizal, Philippines"
31-May,11,4,KA,100402,7-11 ST126CAINTA PAROLA,16,89,46,3,,14.577,121.116839,"San Andres, Cainta, Rizal, Philippines"
31-May,11,5,KA,108119,7-11 ST2363 ESTRLLA CAINTA,16,107,56,3,,14.573971,121.124705,"San Juan, Cainta, Lalawigan ng Rizal, Philippines"
31-May,11,6,KA,108594,7-11 ST2481 TAYTAY POBLACION,16,104,54,4,,14.570003,121.13164,"Taytay, Rizal, Philippines"
31-May,11,7,KA,107047,7-11 ST1911 DON MARIANO,16,88,46,3,,14.582918,121.126724,"Rosita T. Uy Bldg., Cainta, Rizal, Philippines"
31-May,11,8,KA,100867,7-11 ST1964 TIKLING TAYTAY,16,85,44,3,,14.576734,121.143092,"Taytay, Rizal, Philippines"
31-May,11,9,KA,100823,7-11 ST1769 SM TAYTAY,16,82,43,3,,14.565901,121.139726,"SM City Taytay, Taytay, Rizal, Philippines"
31-May,11,10,KA,100453,7-11 TAYTAY,16,110,57,4,,14.559089,121.136089,"Jollibee, Taytay, Rizal, Philippines"
31-May,11,11,KA,100858,7-11 ST1698 SEA OIL TAYTAY,16,168,87,5,,14.549436,121.140393,"Taytay, Rizal, Philippines"
31-May,11,12,KA,100829,7-11 ST1831 CPI ANGONO,16,93,48,3,,14.536344,121.150085,"Angono, Rizal, Philippines"
31-May,11,13,KA,100640,7-11 ST922 ANGONO MEDICS,16,121,63,4,,14.531073,121.153203,"Angono, Rizal, Philippines"
31-May,11,14,KA,100686,7-11 ST1242 ANGONO 4,16,81,42,3,,14.526315,121.153026,"Angono, Rizal, Philippines"
31-May,11,15,KA,100446,7-11 ST194 ANGONO,16,59,29,3,,14.523639,121.152989,"Balite, Quezon Ave, Angono, Lalawigan ng Rizal, Philippines"
31-May,11,16,KA,100590,7-11 ANGONO 2,15,137,71,4,,14.526288,121.157841,"Angono, Rizal, Philippines"
31-May,11,17,KA,100729,7-11 ST1130 BINANGONAN 4,16,80,42,3,,14.513373,121.163009,"Tayuman, Binangonan, Rizal, Philippines"
31-May,11,18,KA,112435,7-11 ST2787 BILIBIRAN BINANGONAN,16,153,79,4,,14.499,121.17363,"Binangonan, Rizal, Philippines"
31-May,11,19,KA,100503,7-11 ST387 BINANGONAN 2,16,68,35,3,,14.493531,121.180292,"Binangonan, Rizal, Philippines"
31-May,11,20,KA,112969,7-11 ST2686 DARANGAN,16,135,70,4,,14.490945,121.183366,"Binangonan, Rizal, Philippines"
31-May,11,21,KA,100671,7-11 ST1130 BINANGONAN 3,16,97,50,3,,14.483059,121.187082,"1023 Manila E Rd, Binangonan, 1940 Rizal, Philippines"
31-May,11,22,KA,100465,7-11 ST249 BINANGONAN,16,79,41,3,,14.464548,121.192211,"Binangonan, Rizal, Philippines"
31-May,11,23,KA,106678,7-11 ST1725 BINANGONAN TRIANGLE,16,122,63,4,,14.475889,121.200635,"Binangonan, Rizal, Philippines"
31-May,11,24,KA,112437,7-11 ST2403 CARDONA,16,164,85,4,,14.485852,121.229225,"Cardona, Rizal, Philippines"
31-May,11,25,KA,100727,7-11 MORONG POBLACION,16,89,46,3,,14.515321,121.238945,"Morong, Rizal, Philippines"
31-May,11,26,KA,100615,7-11 ST784 TERESA,16,184,95,5,,14.558356,121.210522,"Barangay San Gabriel, Teresa, Rizal, Philippines"
31-May,11,27,KA,108179,7-11 ST2413 DALIG ANTIPOLO,16,101,52,3,,14.577518,121.18841,"San Jose, Padilla, Antipolo, Rizal, Philippines"
31-May,11,28,KA,108642,7-11 ST2463 MAIA ALTA,16,106,55,3,,14.566963,121.188191,"Dalig, Padilla, Antipolo, Rizal, Philippines"
31-May,11,29,KA,100654,7-11 ST995 PINES CITY,16,82,42,3,,14.566597,121.181302,"San Roque, Antipolo, Rizal, Philippines"
31-May,11,30,KA,100824,7-11 ST1881 ANTIPOLO CIRCLE,16,148,77,4,,14.58105,121.1798,"Dalig, Padilla, Antipolo, Rizal, Philippines"
31-May,11,31,KA,100399,7-11 ANTIPOLO 1,16,88,46,3,,14.580978,121.175911,"RC & Sons Commercial Building, L. Sumulong Memorial Circle, Antipolo, 1870 Rizal, Philippines"
31-May,11,32,KA,109256,7-11 ST2381 MARIGMAN ANTIPOLO,16,131,68,4,,14.574486,121.17078,"San Roque, Antipolo, Rizal, Philippines"
31-May,11,33,KA,100627,7-11 ST2413 ANTIPOLO 3 - DALIG,16,125,65,4,,14.582984,121.168914,"San Roque, Antipolo, Rizal, Philippines"
31-May,11,34,KA,100400,7-11 ST75 ANTIPOLO CHURCH,16,148,77,4,,14.587806,121.175227,"Dela Paz, Padilla, Antipolo, Rizal, Philippines"
31-May,11,35,KA,109718,7-11 ST2678 EMPRESS ANTIPOLO,16,180,93,5,,14.597487,121.193872,"San Isidro, Padilla, Antipolo, 1870 Rizal, Philippines"
31-May,11,36,KA,109316,7-11 ST2522 TAKTAK ANTIPOLO,16,85,44,4,,14.594118,121.171591,"Dela Paz, Padilla, Antipolo, Rizal, Philippines"
31-May,13,1,KA,108439,7-11 ST2478 81 XAVIER,16,57,44,3,,14.604106,121.038718,"Saint Francis Condominium, 83, San Juan, 1503 Metro Manila, Philippines"
31-May,13,4,KA,100436,7-11 ST166 PHILCOPY,24,75,58,4,,14.594602,121.05627,"Wack-Wack Greenhills, Mandaluyong, Metro Manila, Philippines"
31-May,13,2,KA,100731,7-11 ST1331 BDO GREENHILLS,24,41,31,3,,14.602753,121.044906,"Service Rd, San Juan, Metro Manila, Philippines"
31-May,13,3,KA,100539,7-11 WILSON,23,72,56,3,,14.60053,121.047739,"Greenhills, San Juan, Metro Manila, Philippines"
31-May,13,5,KA,100594,7-11 CARDINAL SANTOS MEDICAL CEN,24,71,55,3,,14.598387,121.045749,"Greenhills, San Juan, Metro Manila, Philippines"
31-May,13,6,KA,100715,7-11 ST1325 WILSON ABAD SANTOS,24,59,29,3,,14.597666,121.038447,"Little Baguio, San Juan, Metro Manila, Philippines"
31-May,13,7,KA,108074,7-11 ST2339 P GUEVARRA 2,15,91,70,3,,14.604759,121.033165,"P.Guevara Street, San Juan, Metro Manila, Philippines"
31-May,13,8,KA,112965,7-11 ST2862 ARLINGTON,24,89,46,3,,14.607436,121.017599,"Doña Imelda, Quezon City, Metro Manila, Philippines"
31-May,13,9,KA,100638,7-11 ST855 UERM,16,108,53,4,,14.60802,121.021396,"Doña Imelda, Quezon City, Metro Manila, Philippines"
31-May,13,10,KA,100740,7-11 PRINCETON RESIDENCE,15,79,41,3,,14.612983,121.033616,"680 R-6, New Manila, Quezon City, Metro Manila, Philippines"
31-May,13,11,KA,100794,7-11 ST1544 GILMORE,16,53,28,3,,14.613637,121.034938,"Admin Building, New Manila, Quezon City, Metro Manila, Philippines"
31-May,13,13,KA,108444,7-11 ST2384 CPI KAMUNING,16,71,37,3,,14.628332,121.038301,"Kamuning, Quezon City, Metro Manila, Philippines"
31-May,13,14,KA,100477,7-11 ST281 TOMAS MORATO,16,54,42,3,,14.629145,121.034423,"Sacred Heart, Diliman, Quezon City, Metro Manila, Philippines"
31-May,13,15,KA,100826,7-11 ST1801 SCOUT TUASON,24,74,57,3,,14.629557,121.032019,"86 Sct. Castor St, Diliman, Quezon City, 1103 Metro Manila, Philippines"
31-May,13,12,KA,109157,7-11 ST1636 WINLAND TOWER,24,70,36,3,,14.625374,121.033121,"JQ Quinto Building, Tomas Morato Ave, Quezon City, Metro Manila, Philippines"
31-May,13,18,KA,100472,7-11 ST241 ST.LUKES,16,74,57,3,,14.621488,121.0239,"Damayang Lagi, New Manila, Quezon City, Metro Manila, Philippines"
31-May,13,19,KA,109156,7-11 ST2623 TRINITY E-ROD,24,102,53,3,,14.620996,121.022146,"Damayang Lagi, New Manila, Quezon City, Metro Manila, Philippines"
31-May,13,20,KA,100680,7-11 ST1166DELOS SANTOS HOSPITAL,16,84,44,3,,14.619825,121.017704,"Kalusugan, Quezon City, Metro Manila, Philippines"
31-May,13,21,KA,100819,7-11 ST1727 FE DEL MUNDO HOSPITAL,16,125,97,4,,14.620967,121.009518,"8 Cardiz, Cardiz, Quezon City, Metro Manila, Philippines"
31-May,13,22,KA,100781,7-11 ST1324 DONA AURORA E.ROD,24,78,40,3,,14.618376,121.010065,"Doña Aurora, Quezon City, Metro Manila, Philippines"
31-May,13,23,KA,100621,7-11 ST799 DONA AURORA (MILAN PROP),16,60,31,3,,14.614779,121.009826,"Doña Aurora, Quezon City, Metro Manila, Philippines"
31-May,13,24,KA,100414,7-11 ST104 GALAS,16,128,66,4,,14.612218,121.008604,"San Isidro, Quezon City, Metro Manila, Philippines"
31-May,13,25,KA,101311,7-11 ST1112 MACEDA,16,104,54,3,,14.615004,120.997606,"913 A M Maceda, Sampaloc, Manila, 1008 Metro Manila, Philippines"
31-May,13,26,KA,101193,7-11 ST33 DAPITAN,16,158,82,4,,14.617624,120.995019,"Brgy. 520, Sampaloc, Manila, Metro Manila, Philippines"
