DATE,ROUTE NO,SHOP NO,ACCOUNT,SHOP CODE,SHOP NAME,ODD,PCS,PCS(31),CRATES,SERVICE TIME,LATITUDE,LONGITUDE,ADDRESS
30-May,3,19,KA,100835,7-11 ST1872 POTRERO MALABON,15,161,78,4,,14.667655,120.982193,"Potrero, Malabon, Metro Manila, Philippines"
30-May,3,20,KA,103672,7-11 ST2054 MONUMENTO,15,110,54,4,,14.658521,120.983872,"Brgy. 78, Caloocan, Metro Manila, Philippines"
30-May,3,21,KA,100849,7-11 ST1838 CPI TUGATOG MALABON,15,147,71,4,,14.667732,120.965714,"RLN Centre, M.H. del Pilar corner, Gov. Pascual Ave, Catmon, Malabon, Kalakhang Maynila, Philippines"
30-May,3,22,KA,100776,7-11 SANTOLAN MALABON ST1360,15,130,63,4,,14.686664,120.958051,"107 Rodriguez St, City of Malabon, 1478 Metro Manila, Philippines"
30-May,3,23,KA,112442,"7-11 ST2417 OBANDO, BULACAN",15,175,85,5,,14.709497,120.937168,"Pag-asa, Obando, Bulacan, Philippines"
30-May,3,24,KA,107400,7-11 ST2304 LA COSOLATION VALENUELA,15,94,46,3,,14.687682,120.964688,"Malinta, Valenzuela, Metro Manila, Philippines"
30-May,3,25,KA,100626,7-11 ST817 MALINTA 3,15,75,37,3,,14.692431,120.964184,"Gov Santiago, Valenzuela, Metro Manila, Philippines"
30-May,3,26,KA,100480,7-11 ST289 KARUHATAN,15,96,47,3,,14.689997,120.974098,"A Pablo Street, Valenzuela, Metro Manila, Philippines"
30-May,3,27,KA,100559,7-11 MALINTA 2,15,128,62,4,,14.694649,120.970082,"Karuhatan, Valenzuela, Metro Manila, Philippines"
30-May,3,28,KA,107050,7-11 ST2305 MAYSAN ROAD,15,134,65,4,,14.699218,120.978554,"Maysan, Valenzuela, Metro Manila, Philippines"
30-May,3,29,KA,112972,"7-11 ST2173 PARADA, VALENZUELA",15,281,136,6,,14.695947,120.98807,"Maysan, Valenzuela, Metro Manila, Philippines"
30-May,3,30,KA,100612,7-11 ST758 DALANDANAN,15,112,55,4,,14.708562,120.959978,"T Santiago, Valenzuela, Metro Manila, Philippines"
30-May,3,31,KA,107092,7-11 ST2066 LINGUNAN,15,133,65,4,,14.719643,120.975954,"Lingunan, Valenzuela, Metro Manila, Philippines"
30-May,3,32,KA,100558,7-11 MALANDAY 2,15,153,74,4,,14.717555,120.957005,"Malanday, Valenzuela, Philippines"
30-May,3,33,KA,100868,7-11 ST2024 VIENTE REALES,15,99,48,3,,14.722344,120.96574,"Malanday, Valenzuela, Philippines"
30-May,3,34,KA,100522,7-11 MALINTA EXIT,15,101,49,4,,14.70786,120.992061,"Maysan Road, Valenzuela, Metro Manila, Philippines"
30-May,3,35,KA,103910,7-11 ST1921 CANUMAY EAST,15,67,33,3,,14.71014,120.992304,"Canumay East, Valenzuela, Metro Manila, Philippines"
30-May,3,36,KA,100802,7-11 ST1546 BAGBAGUIN,15,132,64,4,,14.714202,120.999913,"Bagbaguin, Valenzuela, Metro Manila, Philippines"
30-May,3,37,KA,100733,7-11 ST1192 RED SQUARE,15,108,52,3,,14.719023,121.004886,"Bagbaguin Public Market Bus Stop, General Luis, Caloocan, Metro Manila, Philippines"
30-May,3,38,KA,107232,7-11 ST2163 MAPULANG LUPA,15,131,64,4,,14.704946,121.008042,"Mapulang Lupa, Valenzuela, Metro Manila, Philippines"
30-May,4,1,KA,100698,7-11 ST1244 KATIPUNAN 2,15,121,59,3,,14.632602,121.073836,"Loyola Heights, Quezon City, Metro Manila, Philippines"
30-May,4,2,KA,100754,7-11 ST1611 BLUE RESIDENCES,15,78,38,3,,14.632811,121.07458,"Loyola Heights, Quezon City, Metro Manila, Philippines"
30-May,4,3,KA,100716,7-11 ST1245 KATIPUNAN 3,15,90,70,4,,14.640566,121.073939,"25 F dela Rosa, Project 4, Quezon City, 1800 Metro Manila, Philippines"
30-May,4,4,KA,100479,7-11 ST284 BURGUNDY,24,58,28,3,,14.637944,121.074104,"307 Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines"
30-May,4,5,KA,100634,7-11 ST896 KATIPUNAN 1,15,42,33,2,,14.636357,121.073024,"80 Rosa Alvero, Lungsod Quezon, Kalakhang Maynila, Philippines"
30-May,4,6,KA,100419,7-11 ST108 CHICO STREET,24,96,71,4,,14.632493,121.059945,"Quirino 2-A, Project 2, Quezon City, Metro Manila, Philippines"
30-May,4,7,KA,100739,7-11 UNIOIL KALAYAAN,23,81,40,3,,14.64197,121.054943,"Teachers Village West, Diliman, Quezon City, Metro Manila, Philippines"
30-May,4,8,KA,100624,7-11 ST874 NKTI,15,181,134,6,,14.64625,121.04777,"East Ave, Diliman, Quezon City, Metro Manila, Philippines"
30-May,4,9,KA,100525,7-11 PHILIPPINE HEART CENTER,23,181,134,6,,14.644292,121.04844,"Central, Diliman, Quezon City, Metro Manila, Philippines"
30-May,4,10,KA,100445,7-11 ST198 MATALINO,23,66,32,2,,14.644603,121.049933,"Central, Diliman, Quezon City, Metro Manila, Philippines"
30-May,4,11,KA,112968,7-11 ST2771 SUNTRUST CAPITOL,15,102,49,3,,14.64499,121.050496,"19 Matalino St, Diliman, Quezon City, Metro Manila, Philippines"
30-May,4,12,KA,106647,7-11 ST2035 V. LUNA,15,171,83,4,,14.636675,121.052654,"Pinyahan, Diliman, Quezon City, Metro Manila, Philippines"
30-May,4,13,KA,100633,7-11 LUNG CENTER,15,88,65,4,,14.647655,121.045696,"Pinyahan, Diliman, Quezon City, Metro Manila, Philippines"
30-May,4,14,KA,100504,7-11 ST388 BAGO BANTAY,23,94,46,3,,14.659832,121.026214,"Ramon Magsaysay, Bago Bantay, Quezon City, Metro Manila, Philippines"
30-May,4,15,KA,112567,7-11 ST2345 PANORAMA TECHNO CENTER,15,91,44,3,,14.656996,121.022329,"VXI Munoz, U-Turn Slot, Bago Bantay, Quezon City, Metro Manila, Philippines"
30-May,4,16,KA,100560,7-11 BANSALANGIN,15,49,24,2,,14.655889,121.023854,"80 Dangay Residences, Dangay, Project 7, Quezon City, Metro Manila, Philippines"
30-May,4,17,KA,100440,7-11 ST10 MUNOZ,15,69,34,3,,14.65703,121.01934,"Katipunan, Quezon City, Metro Manila, Philippines"
30-May,4,18,KA,100787,7-11 ST1620 METRO OIL ROOSEVELT,15,153,74,4,,14.650788,121.017868,"San Antonio, Quezon City, Metro Manila, Philippines"
30-May,4,19,KA,100673,7-11 ST1108 ROOSEVELT,15,62,30,2,,14.646533,121.017304,"Del Monte, San Francisco del Monte, Quezon City, Metro Manila, Philippines"
30-May,4,20,KA,100821,7-11 ST1617 UNIOIL WEST AVE,15,55,27,2,,14.645087,121.027345,"Paltok, Quezon City, Metro Manila, Philippines"
30-May,4,21,KA,100437,7-11 WEST AVENUE,15,169,82,5,,14.638388,121.026034,"West Mansions Condominium, 3 Zamboanga, Quezon City, Metro Manila, Philippines"
30-May,4,22,KA,108643,7-11 ST2457 ANGELICUM COLLEGE,15,136,66,4,,14.627545,121.010563,"Santo Domingo, Quezon City, Metro Manila, Philippines"
30-May,4,23,KA,100495,7-11 ST315 BANAUE,15,137,67,4,,14.627624,121.00427,"Santo Domingo, Quezon City, Metro Manila, Philippines"
30-May,4,24,KA,103670,7-11 ST1844 CITIC TOWER,15,45,22,2,,14.631449,121.002495,"88 Banawe St, Santa Mesa Heights, Quezon City, Metro Manila, Philippines"
30-May,4,25,KA,100828,7-11 ST1972 BANAWE 3,15,109,53,4,,14.632771,121.00173,"Sienna, Quezon City, Metro Manila, Philippines"
30-May,4,26,KA,100537,7-11 RETIRO 2,15,84,41,3,,14.630259,120.996181,"Maharlika, Santa Mesa Heights, Quezon City, Metro Manila, Philippines"
30-May,4,27,KA,100565,7-11 SIENNA DEL MONTE,15,111,54,4,,14.639081,121.005752,"555 Del Monte Ave, Quezon City, 1115 Metro Manila, Philippines"
30-May,4,28,KA,106359,7-11 ST2191 MAUBAN QUEZON CITY,15,153,74,4,,14.640157,120.992067,"San Jose, La Loma, Quezon City, Metro Manila, Philippines"
30-May,4,29,KA,100531,7-11 12TH AVENUE,15,33,16,2,,14.654668,120.983643,"Monumento, Grace Park West, Caloocan, Metro Manila, Philippines"
30-May,4,30,KA,100699,7-11 ST1235 11TH AVENUE,15,99,48,3,,14.653015,120.984835,"90, East Grace Park, Caloocan, Metro Manila, Philippines"
30-May,4,31,KA,100682,7-11 ST1145 CALOOCAN HS,15,79,38,3,,14.651788,120.979991,"Grace Park West, Caloocan, Metro Manila, Philippines"
30-May,4,32,KA,108617,7-11 MAYPAJO 2   ST2280,15,98,48,3,,14.640122,120.974044,"Maypajo, Caloocan, Metro Manila, Philippines"
30-May,4,33,KA,100416,7-11 MAYPAJO,15,181,88,5,,14.63795,120.975524,"30, Maypajo, Caloocan, Metro Manila, Philippines"
30-May,4,34,KA,100579,7-11 4TH AVENUE,15,82,40,3,,14.643306,120.980016,"51, Grace Park West, Caloocan, Metro Manila, Philippines"
30-May,4,35,KA,108709,7-11 ST2450 2ND AVENUE,15,129,63,4,,14.640462,120.983655,"120, Metro Manila, Philippines"
30-May,4,36,KA,100793,7-11 5TH AVE. ST1540,15,89,44,3,,14.643342,120.983728,"204 Rizal Ave Ext, Grace Park, Caloocan, 1400 Metro Manila, Philippines"
30-May,4,37,KA,100846,7-11 ST1948 6TH AVENUE,15,75,37,3,,14.645981,120.98421,"179 N Carpio St, East Grace Park, Caloocan, Metro Manila, Philippines"
30-May,4,38,KA,108180,7-11 ST2213 MARIA CLARA,15,90,44,3,,14.647264,120.985097,"109, East Grace Park, Caloocan, Metro Manila, Philippines"
30-May,4,39,KA,113424,7-11  NEW CALOOCAN CITY HALL,15,197,70,5,,14.6486361,120.9908381,"Caloocan Commercial Complex or C-Cube, 8th Ave. cor 8th St., Caloocan City"
30-May,5,1,KA,109337,7-11 ST2348 GREENWOODS 2,11,111,54,4,,14.561376,121.099904,"San Andres, Cainta, Rizal, Philippines"
30-May,5,2,KA,100775,7-11 GREEN WOODS ST1411,15,109,81,4,,14.562469,121.098785,"San Andres, Cainta, Rizal, Philippines"
30-May,5,3,KA,100679,7-11 ST1200 SANDOVAL AVE.,23,98,48,3,,14.556938,121.097302,"Pinagbuhatan, Pasig, Metro Manila, Philippines"
30-May,5,4,KA,109788,7-11 ST2235 ILUGIN PASIG,15,133,65,4,,14.552471,121.09819,"Pinagbuhatan, Pasig, Metro Manila, Philippines"
30-May,5,5,KA,106090,7-11 ST1985 ISLA HOMES,15,140,68,4,,14.550948,121.100271,"Pinagbuhatan, Pasig, Metro Manila, Philippines"
30-May,5,6,KA,100777,7-11 TIPAS ST1503,15,199,97,5,,14.541053,121.081048,"Ligid-Tipas, Taguig, Metro Manila, Philippines"
30-May,5,7,KA,100807,7-11 ST1651 EAST MANSION,15,68,33,3,,14.550856,121.075902,"Pateros, Metro Manila, Philippines"
30-May,5,11,KA,100840,7-11 ST1685 USUSAN,15,154,75,4,,14.535157,121.067516,"Ususan, Taguig, Metro Manila, Philippines"
30-May,5,12,KA,107129,7-11 ST2256 USUAN 2,15,100,48,3,,14.531794,121.069296,"Ususan, Taguig, Metro Manila, Philippines"
30-May,5,13,KA,113009,7-11 STA. ANA TAGUIG ST2751,15,198,96,5,,14.526131,121.074212,"Santa Ana, Taguig, Metro Manila, Philippines"
30-May,5,14,KA,100757,7-11 TAGUIG CITY HALL ST1438,15,100,48,3,,14.528948,121.071015,"Tuktukan, Taguig, 1630 Metro Manila, Philippines"
30-May,5,15,KA,108708,7-11 ST2476 BAY BREEZE,15,108,53,6,,14.518977,121.073744,"Hagonoy, Taguig, Metro Manila, Philippines"
30-May,5,16,KA,100738,7-11 LOWER BICUTAN 2,15,162,79,5,,14.508386,121.066193,"New Lower Bicutan, Taguig, 1630 Metro Manila, Philippines"
30-May,5,17,KA,109271,7-11 ST2528 CENTRAL SIGNAL VILLAGE 2,15,145,71,4,,14.513863,121.053346,"North Signal Village, Taguig, 1630 Metro Manila, Philippines"
30-May,5,18,KA,103914,7-11 ST1117 CENTRAL SIGNAL,15,119,77,4,,14.511135,121.057829,"Central Signal Village, Taguig, 1630 Metro Manila, Philippines"
30-May,5,19,KA,100782,7-11 ST1625 WESTERN BICUTAAN,20,161,78,5,,14.517216,121.051216,"Pinagsama, Taguig, Metro Manila, Philippines"
30-May,5,20,KA,100644,7-11 ST963 BAYANI ROAD,15,148,105,7,,14.525523,121.043219,"Amber Place, 19, Taguig, 1630 Metro Manila, Philippines"
30-May,5,21,KA,100816,7-11 ST1860 PINAGSAMA VILL,22,155,75,4,,14.523668,121.055626,"Pinagsama, Taguig, Metro Manila, Philippines"
30-May,5,22,KA,100645,7-11 ST798C5 DAMAYAN,15,145,71,5,,14.526522,121.056193,"C5 Service Rd, Manila, 1630 Metro Manila, Philippines"
30-May,5,23,KA,109154,7-11 ST2514 UPTOWN MALL,15,171,83,5,,14.556818,121.05555,"Fort Bonifacio, Taguig, Metro Manila, Philippines"
30-May,5,24,KA,100510,7-11 ST440 TOTAL CORPORATE,15,114,52,4,,14.56046,121.055873,"40th Street, Taguig, Metro Manila, Philippines"
30-May,5,25,KA,100863,7-11 ST2003 BGC ORION,14,68,51,3,,14.558541,121.056244,"Fort Bonifacio, Taguig, Metro Manila, Philippines"
30-May,5,32,KA,100696,7-11 ST1223 FORBESWOOD PARKLANE,23,71,53,3,,14.550708,121.044861,"8 Forbestown Road, Taguig, Metro Manila, Philippines"
30-May,5,33,KA,100545,7-11 NET SQUARE,23,86,64,4,,14.551079,121.045829,"3rd Ave, Taguig, Metro Manila, Philippines"
30-May,5,34,KA,100505,7-11 ST390 ONE MCKINLEY,23,96,71,4,,14.549333,121.045671,"Fort Bonifacio, Taguig, Metro Manila, Philippines"
30-May,5,35,KA,100672,7-11 ST1311 RCBC TAGUIG,23,103,77,4,,14.548661,121.047425,"Fort Bonifacio, Taguig, Metro Manila, Philippines"
30-May,6,1,KA,100668,7-11 ST1118 CPI J. VARGAS,23,66,49,3,,14.584552,121.063273,"San Antonio, Pasig, Kalakhang Maynila, Philippines"
30-May,6,2,KA,100717,7-11 ST1343 SUNTREE TOWER,23,78,58,3,,14.585748,121.063265,"27 Sapphire Rd, San Antonio, Pasig, Metro Manila, Philippines"
30-May,6,3,KA,100448,7-11 PINEDA,23,220,164,6,,14.563584,121.06522,"Pineda, Pasig, Metro Manila, Philippines"
30-May,6,5,KA,108114,7-11 ST2392 ORANBO,23,53,26,2,,14.573024,121.063865,"152 Oranbo Dr, Pasig, 1605 Metro Manila, Philippines"
30-May,6,6,KA,100709,7-11 ST1315 ESCRIVA,15,82,40,3,,14.578163,121.060011,"San Antonio, Pasig, Kalakhang Maynila, Philippines"
30-May,6,7,KA,107131,7-11 SHANGRILA NORTH WING,15,65,31,3,,14.581487,121.056157,"Ortigas Center, Pasig, Metro Manila, Philippines"
30-May,6,8,KA,100569,7-11 ST. FRANCIS TOWER,15,56,41,3,,14.57968,121.056434,"11 St Francis, Ortigas Center, Pasig, Metro Manila, Philippines"
30-May,6,9,KA,100526,7-11 SUN PLAZA,23,65,48,3,,14.585282,121.049049,"Wack-Wack Greenhills, Mandaluyong, Metro Manila, Philippines"
30-May,6,10,KA,107164,7-11 ST2297 500 SHAW 2,23,53,39,3,,14.588275,121.043364,"Pleasant Hills, Mandaluyong, Metro Manila, Philippines"
30-May,6,11,KA,100721,7-11 LIBERTY SHAW,23,58,29,2,,14.588822,121.041813,"Pleasant Hills, Mandaluyong, Metro Manila, Philippines"
30-May,6,12,KA,100630,7-11 EMAR SUITES,15,160,78,4,,14.589633,121.038803,"Emar Suites, 409 Shaw Blvd, Mandaluyong, 1556 Metro Manila, Philippines"
30-May,6,13,KA,100786,7-11 SHAW CENTER MALL ST1391,15,83,40,3,,14.588983,121.037042,"Addition Hills, Mandaluyong, Metro Manila, Philippines"
30-May,6,14,KA,100411,7-11 A. BONIFACIO,15,172,83,5,,14.589629,121.0349,"Estrella Compound, 10. A. Bonifacio Street, Hagdang Bato Libis, Mandaluyong City, 10 A. Bonifacio, Mandaluyong, 1550 Kalakhang Maynila, Philippines"
30-May,6,15,KA,113404,7-11 ST2707 HIGH POINTE,15,182,65,4,,14.59109,121.03282,"Bagong Silang, Mandaluyong, Metro Manila, Philippines"
30-May,6,16,KA,100415,7-11 ST36 JRC SHAW,11,69,34,2,,14.593374,121.027484,"GOMEGA Condominium, P. Martinez, Mandaluyong, Metro Manila, Philippines"
30-May,6,17,KA,100825,7-11 ST1800 CPI KALENTONG,15,38,19,2,,14.59418,121.027491,"Daang Bakal, Mandaluyong, Kalakhang Maynila, Philippines"
30-May,6,18,KA,100601,7-11 ST2100 F. MANALO,15,37,18,2,,14.595667,121.02816,"Kabayanan, Lungsod ng San Juan, Kalakhang Maynila, Philippines"
30-May,6,19,KA,103912,7-11 ST2117 AGLIPAY 2,15,48,24,2,,14.589608,121.023391,"Mandaluyong, Metro Manila, Philippines"
30-May,6,20,KA,100418,7-11 ST144 REV. AGLIPAY,15,139,103,4,,14.586249,121.02585,"Poblacion, Mandaluyong, Metro Manila, Philippines"
30-May,6,21,KA,100769,7-11 SGT. BUMATAY ST1417,23,64,31,4,,14.575927,121.033974,"Plainview, Mandaluyong, Metro Manila, Philippines"
30-May,6,22,KA,100865,7-11 ST2000 BARANGCA 2,15,107,52,3,,14.570376,121.036798,"Barangka Drive, Mandaluyong, Metro Manila, Philippines"
30-May,6,23,KA,100412,7-11 ST31 BARANCCA,15,94,46,3,,14.575677,121.041087,"PAZ Bldg, Halcon Boni Ave, Mandaluyong, Metro Manila, Philippines"
30-May,6,25,KA,100547,7-11 DMG CENTER,15,137,67,4,,14.579755,121.045472,"986 Calbayog Extension, Mandaluyong, Metro Manila, Philippines"
30-May,6,26,KA,100844,7-11 ST1784 CALBAYOG,15,47,23,2,,14.581547,121.049349,"Highway Hills, Mandaluyong, Metro Manila, Philippines"
30-May,6,27,KA,100809,7-11 ST1660 SIERRA MADRE MANDA,15,44,22,2,,14.580726,121.052592,"Highway Hills, Mandaluyong, Metro Manila, Philippines"
30-May,6,28,KA,100836,7-11 ST1788 SULTAN EDSA,15,69,34,2,,14.58106,121.053175,"Highway Hills, Mandaluyong, Metro Manila, Philippines"
30-May,6,29,KA,100641,7-11 ST937 VRP SIERRA MADRE,15,51,25,2,,14.576721,121.049621,"Reliance, Mandaluyong, Metro Manila, Philippines"
30-May,6,30,KA,106850,7-11 ST2159 588 RESIDENCES,15,69,34,3,,14.575238,121.04761,"586 Cordillera, Mandaluyong, 1550 Kalakhang Maynila, Philippines"
30-May,6,33,KA,100447,7-11 ST195 RFM PASIG,15,71,52,3,,14.571046,121.052516,"Kapitolyo, Pasig, Metro Manila, Philippines"
30-May,6,34,KA,109267,7-11 ST2615 TV 5 RELIEANCE,23,57,28,2,,14.573684,121.054076,"Highway Hills, Mandaluyong, Metro Manila, Philippines"
30-May,6,35,KA,100692,7-11 ST1185 UPTOWN CENTER,15,84,41,3,,14.571911,121.050301,"Barangka Ilaya, Mandaluyong, Kalakhang Maynila, Philippines"
30-May,6,36,KA,100577,7-11 PIONEER WOODLANDS,15,116,56,4,,14.573013,121.048119,"Barangka Ilaya, Mandaluyong, Kalakhang Maynila, Philippines"
30-May,6,37,KA,100529,7-11 PARAGON PLAZA,15,42,20,2,,14.576371,121.050661,"Reliance St, Mandaluyong, Metro Manila, Philippines"
30-May,6,38,KA,108438,7-11 ST2395 AVIDA CENTERA,15,44,22,2,,14.576688,121.050724,"Highway Hills, Mandaluyong, Metro Manila, Philippines"
30-May,6,39,KA,100684,7-11 ST1123 GREENFIELD IT,15,62,46,3,,14.578767,121.052865,"Highway Hills, Mandaluyong, Metro Manila, Philippines"
30-May,6,40,KA,100646,7-11 ST870 SOHO CENTRAL,23,49,35,3,,14.57925,121.0555,"748 Shaw Boulevard, Mandaluyong, Metro Manila, Philippines"
30-May,6,41,KA,113461,LAWSON ROCKWELL SHERIDAN,22,138,36,3,,14.576262,121.05524,"1 Sheridan, Mandaluyong, 1550 Metro Manila, Philippines"
28-May,6,31,KA,100413,7-11 ST20 BONI-EDSA,8,67,48,3,,14.57277,121.047127,"Malamig, Mandaluyong, Kalakhang Maynila, Philippines"
28-May,6,32,KA,100538,7-11 BONI-EDSA 2,22,47,34,3,,14.572187,121.046819,"37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines"
28-May,6,42,KA,100670,7-11 ST1067 CALTEX SHAW PIONEER,22,58,27,3,,14.575988,121.059282,"Kapitolyo, Pasig, Metro Manila, Philippines"
28-May,6,43,KA,100647,7-11 ST1037 BRIXTON D ACE PLAZA,14,56,38,3,,14.573363,121.059279,"Kapitolyo, Pasig, Metro Manila, Philippines"
21-May,6,4,KA,107131,7-11 ST2052 NORTHWING SHANGRI-LA,21,20,5,1,,14.581487,121.056157,"Ortigas Center, Pasig, Metro Manila, Philippines"
6-May,6,23,KA,100536,7-11 BONI MALAMIG,7,0,0,2,,14.573917,121.043494,"San Francisco Gardens, Manila, Metro Manila, Philippines"
30-May,7,1,KA,109836,7-11 ST2727 21ST AVE.,1,39,19,4,,14.621661,121.064035,"Tagumpay, Project 4, Quezon City, Metro Manila, Philippines"
30-May,7,2,KA,103673,7-11 ST1199 PORTAVITA,15,49,24,2,,14.61959,121.058507,"Socorro, Cubao, Quezon City, Metro Manila, Philippines"
30-May,7,3,KA,100597,7-11 ALIMALL 2,15,90,44,3,,14.619063,121.057113,"118 P. Tuazon Blvd, Cubao, Quezon City, 1109 Metro Manila, Philippines"
30-May,7,4,KA,100742,7-11 ST1310 SEAOIL P. TUAZON,15,86,42,3,,14.616236,121.052927,"Socorro, Cubao, Quezon City, Metro Manila, Philippines"
30-May,7,5,KA,100725,7-11 ST1345 KAMIAS 2,15,49,24,2,,14.631031,121.046354,"Kamuning Bus Stop, 12b altherton place Tomas morato corner roces landmark, Diliman, Quezon City, Metro Manila, Philippines"
30-May,7,6,KA,100613,7-11 ST805 EAST AVENUE 2,15,95,46,3,,14.63303,121.045218,"Pinyahan, Diliman, Quezon City, Metro Manila, Philippines"
30-May,7,7,KA,100635,7-11 ST766 K-ZONE,15,57,28,2,,14.638162,121.04173,"Pinyahan, Diliman, Quezon City, Metro Manila, Philippines"
30-May,7,8,KA,100707,7-11 ST1128 ETON CYBERPOD 3,15,152,118,5,,14.641304,121.040523,"Pinyahan, Diliman, Quezon City, Metro Manila, Philippines"
30-May,7,9,KA,100551,7-11 CENTRIS 1,24,76,59,3,,14.642782,121.039151,"1101 Quezon Ave, Diliman, Quezon City, Metro Manila, Philippines"
30-May,7,10,KA,100593,7-11 EDSA GRAND,24,55,27,2,,14.657296,121.024301,"Ramon Magsaysay, Bago Bantay, Quezon City, Metro Manila, Philippines"
30-May,7,11,KA,100524,7-11 MUNOZ 2,15,95,46,3,,14.657893,121.020696,"Roosevelt Station, 1039 Epifanio de los Santos Ave, Bago Bantay, Quezon City, 1105 Metro Manila, Philippines"
30-May,7,12,KA,109669,7-11 ST2685 HOWMART,15,224,109,6,,14.657682,121.010922,"Kaingin Road, Balintawak, Quezon City, Metro Manila, Philippines"
30-May,7,13,KA,100859,7-11 ST1909 BAESA 2 (MANOTOK),15,92,45,4,,14.671274,121.011433,"Baesa, Quezon City, Metro Manila, Philippines"
30-May,7,14,KA,100718,7-11 ST1335 BAESA,15,92,45,3,,14.666726,121.007296,"Baesa, Quezon City, Metro Manila, Philippines"
30-May,7,15,KA,100498,7-11 ST349 TEACHERS BLISS,15,165,80,4,,14.66334,121.001992,"Balong Bato, Quezon City, Metro Manila, Philippines"
30-May,7,16,KA,113144,7-11 CAMACHILE,15,174,84,5,,14.661011,120.999694,"Unang Sigaw, Balintawak, Quezon City, Metro Manila, Philippines"
30-May,7,17,KA,100870,7-11 ST1991 DELA SALLE ARANETA,15,73,36,3,,14.670403,120.999205,"Potrero, Malabon, Metro Manila, Philippines"
30-May,7,18,KA,100735,7-11 ST1306 BAGONG BARRIO,15,226,110,6,,14.664202,120.996114,"Bagong Barrio West, Caloocan, Metro Manila, Philippines"
30-May,7,19,KA,100433,7-11 ST39 MCU,15,221,107,5,,14.65745,120.987419,"84, Morning Breeze Subdivision, Caloocan, Metro Manila, Philippines"
30-May,7,20,KA,113122,7-11 ST2912 SAMSON ROAD 2,15,150,73,5,,14.657632,120.977163,"University Hills Subdivision, Caloocan, Metro Manila, Philippines"
30-May,7,21,KA,109490,7-11 ST2465 UE TECH,15,72,35,3,,14.657783,120.975578,"263 UE Tech, Caloocan, 1407 Kalakhang Maynila, Philippines"
30-May,7,22,KA,100570,7-11 TUGATOG MALABON,15,113,55,4,,14.661717,120.969873,"Tugatog, Malabon, Metro Manila, Philippines"
30-May,7,23,KA,100719,7-11 ST1167 SAMSON RD.,15,102,50,4,,14.657729,120.971253,"MH Del Pilar, Sangandaan, Caloocan, Metro Manila, Philippines"
30-May,7,24,KA,100774,7-11 ST1632 MALABON 3,15,171,83,5,,14.653452,120.959942,"Longos, Malabon, Metro Manila, Philippines"
30-May,7,25,KA,100674,7-11 ST1102 CONCEPCION UNO MALABON,15,123,60,4,,14.668686,120.947314,"Concepcion, Malabon, Metro Manila, Philippines"
30-May,7,26,KA,100785,7-11 ST1313 HULONG DUHAT MALABON,15,92,45,4,,14.676061,120.942609,"Flores, Malabon, Metro Manila, Philippines"
30-May,7,27,KA,107177,7-11 ST2200 NAVOTAS CITY HALL,15,64,31,3,,14.657075,120.9478,"Sipac-Almacen, Navotas, Metro Manila, Philippines"
30-May,7,28,KA,100706,7-11 ST1332 NAVOTAS 2,15,99,48,3,,14.663058,120.945431,"San Jose, Navotas, Metro Manila, Philippines"
30-May,7,29,KA,100839,7-11 ST1842 TANGOS NAVOTAS,15,120,59,4,,14.672093,120.935121,"Tangos South, Navotas, Metro Manila, Philippines"
30-May,7,30,KA,108859,7-11 ST2201 KASARINLAN,15,135,65,4,,14.644365,120.969616,"28, Caloocan, Metro Manila, Philippines"
30-May,7,31,KA,100820,7-11 ST1643 CALOOCAN CITY,15,52,25,3,,14.652148,120.97221,"Martin Building, Plaridel St., Dagat-Dagatan, Caloocan, Metro Manila, Philippines"
30-May,7,32,KA,100665,7-11 ST1101 OK PLAZA,15,93,45,3,,14.65656,120.981842,"104 Francisco, Manila, Metro Manila, Philippines"
30-May,7,33,KA,100438,7-11 MCU 2,15,121,59,4,,14.656905,120.985575,"EverFirst Loans Corporation Monumento branch, 2nd floor, Dytronix Bldg. EDSA cor. Gen. Simon st. Monumento, Caloocan City, Morning Breeze Subdivision, Caloocan, Kalakhang Maynila, Philippines"
30-May,7,34,KA,100567,7-11 MCU 3,15,60,29,2,,14.656582,120.988221,"East Grace Park, Caloocan, Metro Manila, Philippines"
30-May,7,35,KA,100689,7-11 ST1206 WCC CALOOCAN,15,49,24,2,,14.656072,120.991178,"87, East Grace Park, Caloocan, Metro Manila, Philippines"
30-May,7,36,KA,106599,7-11 ST2070 NOTRE DAME,15,62,30,3,,14.654018,120.991957,"96, East Grace Park, Caloocan, Metro Manila, Philippines"
30-May,8,1,KA,109879,7-11 ST2753 UP TOWN CENTER,15,94,70,3,,14.651741,121.074703,"96, East Grace Park, Caloocan, Metro Manila, Philippines"
30-May,8,2,KA,109881,7-11 STI REGALADO,23,93,39,4,,14.716346,121.061345,"U.P. Town Center, Diliman, Quezon City, Metro Manila, Philippines"
30-May,8,3,KA,107970,7-11 ST2276 REGALADO HIGHWAY,13,105,51,4,,14.734572,121.061317,"Barangay Greater Lagro, Novaliches, Quezon City, Metro Manila, Philippines"
30-May,8,4,KA,100838,7-11 ST1869 CPI LAGRO,15,48,23,2,,14.7352,121.064038,"Barangay Greater Lagro, Novaliches, Quezon City, Metro Manila, Philippines"
